rownames,SampleID,location_sampled,sample_type,sample_description,sample_detail_description,latitude,longitude,boat_name,transit,location_description,location,npoc_um,tn_um,phosphate_umoll,silicate_umoll,nn_umoll,ammonia_umoll,tds_mgl,temp_f,temp_c,odo_mgl,ph,orp,location_sampled_w_boat_name,ryans_order,station,true_geographic_order,km_to_baltimore
c10t4hull,c10t4hull,boat,surface,hull,boat_surface_hull,38.749214,-76.445251,Lookdown,t4,bay,Chesapeake,205.6499621,16.0780198,0.13040295,55.98889589,0.37956649,0.141173704,NA,NA,NA,NA,8.45,NA,Lookdown,34,12,20,56.56
c10t4post,c10t4post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.749214,-76.445251,Lookdown,t4,bay,Chesapeake,205.6499621,16.0780198,0.13040295,55.98889589,0.37956649,0.141173704,NA,NA,NA,NA,8.45,NA,openwater,34,12,20,56.56
c10t4rear,c10t4rear,boat,surface,transom,boat_surface_transom,38.749214,-76.445251,Lookdown,t4,bay,Chesapeake,205.6499621,16.0780198,0.13040295,55.98889589,0.37956649,0.141173704,NA,NA,NA,NA,8.45,NA,Lookdown,34,12,20,56.56
c10t4bw,c10t4bw,boat,bilge,water,boat_bilge_water,38.749214,-76.445251,Lookdown,t4,bay,Chesapeake,205.6499621,16.0780198,0.13040295,55.98889589,0.37956649,0.141173704,NA,NA,NA,NA,8.45,NA,Lookdown,34,12,20,56.56
c10t1bf,c10t1bf,boat,bilge,biofilm,boat_bilge_biofilm,38.753437,-76.447662,Callinectes,t1,bay,Chesapeake,249.7772819,45.70669751,0.229230902,61.55069882,6.691492916,0.319255153,10082,77,25,8.18,8.1,184.7,Callinectes,10,12,19,56.07
c10t1pre,c10t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.753437,-76.447662,Callinectes,t1,bay,Chesapeake,249.7772819,45.70669751,0.229230902,61.55069882,6.691492916,0.319255153,NA,NA,NA,NA,8.1,NA,openwater,10,12,19,56.07
c10t1hull,c10t1hull,boat,surface,hull,boat_surface_hull,38.753437,-76.447662,Callinectes,t1,bay,Chesapeake,249.7772819,45.70669751,0.229230902,61.55069882,6.691492916,0.319255153,NA,NA,NA,NA,8.1,NA,Callinectes,10,12,19,56.07
c10t1post,c10t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.753437,-76.447662,Callinectes,t1,bay,Chesapeake,249.7772819,45.70669751,0.229230902,61.55069882,6.691492916,0.319255153,NA,NA,NA,NA,8.1,NA,openwater,10,12,19,56.07
c10t1rear,c10t1rear,boat,surface,transom,boat_surface_transom,38.753437,-76.447662,Callinectes,t1,bay,Chesapeake,249.7772819,45.70669751,0.229230902,61.55069882,6.691492916,0.319255153,NA,NA,NA,NA,8.1,NA,Callinectes,10,12,19,56.07
c10t1bw,c10t1bw,boat,bilge,water,boat_bilge_water,38.753437,-76.447662,Callinectes,t1,bay,Chesapeake,249.7772819,45.70669751,0.229230902,61.55069882,6.691492916,0.319255153,NA,NA,NA,NA,8.1,NA,Callinectes,10,12,19,56.07
c10t3bf,c10t3bf,boat,bilge,biofilm,boat_bilge_biofilm,38.753437,-76.447662,Lookdown,t3,bay,Chesapeake,192.7448026,13.86479328,0.231777134,62.70925052,0.730245446,0.082235265,3012,81,27.22222222,10.13,8.23,-58.2,Lookdown,10,12,19,56.07
c10t3pre,c10t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.753437,-76.447662,Lookdown,t3,bay,Chesapeake,192.7448026,13.86479328,0.231777134,62.70925052,0.730245446,0.082235265,NA,NA,NA,NA,8.23,NA,openwater,10,12,19,56.07
c10t3hull,c10t3hull,boat,surface,hull,boat_surface_hull,38.753437,-76.447662,Lookdown,t3,bay,Chesapeake,192.7448026,13.86479328,0.231777134,62.70925052,0.730245446,0.082235265,NA,NA,NA,NA,8.23,NA,Lookdown,10,12,19,56.07
c10t3post,c10t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.753437,-76.447662,Lookdown,t3,bay,Chesapeake,192.7448026,13.86479328,0.231777134,62.70925052,0.730245446,0.082235265,NA,NA,NA,NA,8.23,NA,openwater,10,12,19,56.07
c10t3rear,c10t3rear,boat,surface,transom,boat_surface_transom,38.753437,-76.447662,Lookdown,t3,bay,Chesapeake,192.7448026,13.86479328,0.231777134,62.70925052,0.730245446,0.082235265,NA,NA,NA,NA,8.23,NA,Lookdown,10,12,19,56.07
c10t3bw,c10t3bw,boat,bilge,water,boat_bilge_water,38.753437,-76.447662,Lookdown,t3,bay,Chesapeake,192.7448026,13.86479328,0.231777134,62.70925052,0.730245446,0.082235265,NA,NA,NA,NA,8.23,NA,Lookdown,10,12,19,56.07
c9t3bf,c9t3bf,boat,bilge,biofilm,boat_bilge_biofilm,38.78923,-76.465927,Lookdown,t3,bay,Chesapeake,254.1900139,20.49019398,0.202540231,69.22303687,3.556409299,0.091921174,3575,81.6,27.55555556,8.44,8.33,-45.7,Lookdown,9,11,18,51.9
c9t3pre,c9t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.78923,-76.465927,Lookdown,t3,bay,Chesapeake,254.1900139,20.49019398,0.202540231,69.22303687,3.556409299,0.091921174,NA,NA,NA,NA,NA,NA,openwater,9,11,18,51.9
c9t3hull,c9t3hull,boat,surface,hull,boat_surface_hull,38.78923,-76.465927,Lookdown,t3,bay,Chesapeake,254.1900139,20.49019398,0.202540231,69.22303687,3.556409299,0.091921174,NA,NA,NA,NA,NA,NA,Lookdown,9,11,18,51.9
c9t3post,c9t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.78923,-76.465927,Lookdown,t3,bay,Chesapeake,254.1900139,20.49019398,0.202540231,69.22303687,3.556409299,0.091921174,NA,NA,NA,NA,NA,NA,openwater,9,11,18,51.9
c9t3rear,c9t3rear,boat,surface,transom,boat_surface_transom,38.78923,-76.465927,Lookdown,t3,bay,Chesapeake,254.1900139,20.49019398,0.202540231,69.22303687,3.556409299,0.091921174,NA,NA,NA,NA,NA,NA,Lookdown,9,11,18,51.9
c9t3bw,c9t3bw,boat,bilge,water,boat_bilge_water,38.78923,-76.465927,Lookdown,t3,bay,Chesapeake,254.1900139,20.49019398,0.202540231,69.22303687,3.556409299,0.091921174,NA,NA,NA,NA,NA,NA,Lookdown,9,11,18,51.9
c9t1bf,c9t1bf,boat,bilge,biofilm,boat_bilge_biofilm,38.793655,-76.473999,Callinectes,t1,bay,Chesapeake,298.1508155,37.97468354,0.141486327,53.05255668,9.76791715,0.313747479,9324,77.7,25.38888889,7.47,8.03,214.5,Callinectes,9,11,17,51.31
c9t1pre,c9t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.793655,-76.473999,Callinectes,t1,bay,Chesapeake,298.1508155,37.97468354,0.141486327,53.05255668,9.76791715,0.313747479,NA,NA,NA,NA,NA,NA,openwater,9,11,17,51.31
c9t1hull,c9t1hull,boat,surface,hull,boat_surface_hull,38.793655,-76.473999,Callinectes,t1,bay,Chesapeake,298.1508155,37.97468354,0.141486327,53.05255668,9.76791715,0.313747479,NA,NA,NA,NA,NA,NA,Callinectes,9,11,17,51.31
c9t1post,c9t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.793655,-76.473999,Callinectes,t1,bay,Chesapeake,298.1508155,37.97468354,0.141486327,53.05255668,9.76791715,0.313747479,NA,NA,NA,NA,NA,NA,openwater,9,11,17,51.31
c9t1rear,c9t1rear,boat,surface,transom,boat_surface_transom,38.793655,-76.473999,Callinectes,t1,bay,Chesapeake,298.1508155,37.97468354,0.141486327,53.05255668,9.76791715,0.313747479,NA,NA,NA,NA,NA,NA,Callinectes,9,11,17,51.31
c9t1bw,c9t1bw,boat,bilge,water,boat_bilge_water,38.793655,-76.473999,Callinectes,t1,bay,Chesapeake,298.1508155,37.97468354,0.141486327,53.05255668,9.76791715,0.313747479,NA,NA,NA,NA,NA,NA,Callinectes,9,11,17,51.31
c8t1bf,c8t1bf,boat,bilge,biofilm,boat_bilge_biofilm,38.841202,-76.451523,Callinectes,t1,bay,Chesapeake,311.1392342,31.26360956,0.094084085,30.14946902,7.932379586,0.074195328,9090,76.2,24.55555556,7.91,7.99,217.3,Callinectes,8,10,16,46.39
c8t1pre,c8t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.841202,-76.451523,Callinectes,t1,bay,Chesapeake,311.1392342,31.26360956,0.094084085,30.14946902,7.932379586,0.074195328,NA,NA,NA,NA,NA,NA,openwater,8,10,16,46.39
c8t1hull,c8t1hull,boat,surface,hull,boat_surface_hull,38.841202,-76.451523,Callinectes,t1,bay,Chesapeake,311.1392342,31.26360956,0.094084085,30.14946902,7.932379586,0.074195328,NA,NA,NA,NA,NA,NA,Callinectes,8,10,16,46.39
c8t1post,c8t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.841202,-76.451523,Callinectes,t1,bay,Chesapeake,311.1392342,31.26360956,0.094084085,30.14946902,7.932379586,0.074195328,NA,NA,NA,NA,NA,NA,openwater,8,10,16,46.39
c8t1rear,c8t1rear,boat,surface,transom,boat_surface_transom,38.841202,-76.451523,Callinectes,t1,bay,Chesapeake,311.1392342,31.26360956,0.094084085,30.14946902,7.932379586,0.074195328,NA,NA,NA,NA,NA,NA,Callinectes,8,10,16,46.39
c8t1bw,c8t1bw,boat,bilge,water,boat_bilge_water,38.841202,-76.451523,Callinectes,t1,bay,Chesapeake,311.1392342,31.26360956,0.094084085,30.14946902,7.932379586,0.074195328,NA,NA,NA,NA,NA,NA,Callinectes,8,10,16,46.39
c8t3bf,c8t3bf,boat,bilge,biofilm,boat_bilge_biofilm,38.842525,-76.44178,Lookdown,t3,bay,Chesapeake,258.4362277,17.00614706,0.453771903,66.53764926,7.369072651,2.710978268,3742,79.6,26.44444444,8.07,8.32,-27.8,Lookdown,8,10,15,46.41
c8t3pre,c8t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.842525,-76.44178,Lookdown,t3,bay,Chesapeake,258.4362277,17.00614706,0.453771903,66.53764926,7.369072651,2.710978268,NA,NA,NA,NA,NA,NA,openwater,8,10,15,46.41
c8t3hull,c8t3hull,boat,surface,hull,boat_surface_hull,38.842525,-76.44178,Lookdown,t3,bay,Chesapeake,258.4362277,17.00614706,0.453771903,66.53764926,7.369072651,2.710978268,NA,NA,NA,NA,NA,NA,Lookdown,8,10,15,46.41
c8t3post,c8t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.842525,-76.44178,Lookdown,t3,bay,Chesapeake,258.4362277,17.00614706,0.453771903,66.53764926,7.369072651,2.710978268,NA,NA,NA,NA,NA,NA,openwater,8,10,15,46.41
c8t3rear,c8t3rear,boat,surface,transom,boat_surface_transom,38.842525,-76.44178,Lookdown,t3,bay,Chesapeake,258.4362277,17.00614706,0.453771903,66.53764926,7.369072651,2.710978268,NA,NA,NA,NA,NA,NA,Lookdown,8,10,15,46.41
c8t3bw,c8t3bw,boat,bilge,water,boat_bilge_water,38.842525,-76.44178,Lookdown,t3,bay,Chesapeake,258.4362277,17.00614706,0.453771903,66.53764926,7.369072651,2.710978268,NA,NA,NA,NA,NA,NA,Lookdown,8,10,15,46.41
c26t4bf,c26t4bf,boat,bilge,biofilm,boat_bilge_biofilm,38.845798,-76.311913,Lookdown,t4,bay,Chesapeake,211.1450623,19.61204281,0.718813971,59.88615072,1.69326154,0.397438796,NA,NA,NA,NA,NA,NA,Lookdown,NA,9,14,49.57
c26t4pre,c26t4pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.845798,-76.311913,Lookdown,t4,bay,Chesapeake,211.1450623,19.61204281,0.718813971,59.88615072,1.69326154,0.397438796,NA,NA,NA,NA,NA,NA,openwater,NA,9,14,49.57
c26t4hull,c26t4hull,boat,surface,hull,boat_surface_hull,38.845798,-76.311913,Lookdown,t4,bay,Chesapeake,211.1450623,19.61204281,0.718813971,59.88615072,1.69326154,0.397438796,NA,NA,NA,NA,NA,NA,Lookdown,NA,9,14,49.57
c26t4rear,c26t4rear,boat,surface,transom,boat_surface_transom,38.845798,-76.311913,Lookdown,t4,bay,Chesapeake,211.1450623,19.61204281,0.718813971,59.88615072,1.69326154,0.397438796,NA,NA,NA,NA,NA,NA,Lookdown,NA,9,14,49.57
c26t4bw,c26t4bw,boat,bilge,water,boat_bilge_water,38.845798,-76.311913,Lookdown,t4,bay,Chesapeake,211.1450623,19.61204281,0.718813971,59.88615072,1.69326154,0.397438796,NA,NA,NA,NA,NA,NA,Lookdown,NA,9,14,49.57
c26t4post,c26t4post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.845798,-76.311913,Lookdown,t4,bay,Chesapeake,211.1450623,19.61204281,0.718813971,59.88615072,1.69326154,0.397438796,NA,NA,NA,NA,NA,NA,openwater,NA,9,14,49.57
c26t2bf,c26t2bf,boat,bilge,biofilm,boat_bilge_biofilm,38.850761,-76.307816,Callinectes,t2,bay,Chesapeake,210.2292123,15.25698416,0.121440885,57.80669673,2.203902765,0.305454315,NA,NA,NA,NA,NA,NA,Callinectes,NA,9,13,49.22
c26t2pre,c26t2pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.850761,-76.307816,Callinectes,t2,bay,Chesapeake,210.2292123,15.25698416,0.121440885,57.80669673,2.203902765,0.305454315,NA,NA,NA,NA,NA,NA,openwater,NA,9,13,49.22
c26t2hull,c26t2hull,boat,surface,hull,boat_surface_hull,38.850761,-76.307816,Callinectes,t2,bay,Chesapeake,210.2292123,15.25698416,0.121440885,57.80669673,2.203902765,0.305454315,NA,NA,NA,NA,NA,NA,Callinectes,NA,9,13,49.22
c26t2rear,c26t2rear,boat,surface,transom,boat_surface_transom,38.850761,-76.307816,Callinectes,t2,bay,Chesapeake,210.2292123,15.25698416,0.121440885,57.80669673,2.203902765,0.305454315,NA,NA,NA,NA,NA,NA,Callinectes,NA,9,13,49.22
c26t2bw,c26t2bw,boat,bilge,water,boat_bilge_water,38.850761,-76.307816,Callinectes,t2,bay,Chesapeake,210.2292123,15.25698416,0.121440885,57.80669673,2.203902765,0.305454315,NA,NA,NA,NA,NA,NA,Callinectes,NA,9,13,49.22
c26t2post,c26t2post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.850761,-76.307816,Callinectes,t2,bay,Chesapeake,210.2292123,15.25698416,0.121440885,57.80669673,2.203902765,0.305454315,NA,NA,NA,NA,NA,NA,openwater,NA,9,13,49.22
c7t1bf,c7t1bf,boat,bilge,biofilm,boat_bilge_biofilm,38.947056,-76.408348,Callinectes,t1,bay,Chesapeake,267.9277644,36.46112218,0.378737669,48.30676966,25.29319866,0.08976875,7049,75.8,24.33333333,8.22,7.99,233.1,Callinectes,7,8,12,35.98
c7t1pre,c7t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.947056,-76.408348,Callinectes,t1,bay,Chesapeake,267.9277644,36.46112218,0.378737669,48.30676966,25.29319866,0.08976875,NA,NA,NA,NA,NA,NA,openwater,7,8,12,35.98
c7t1hull,c7t1hull,boat,surface,hull,boat_surface_hull,38.947056,-76.408348,Callinectes,t1,bay,Chesapeake,267.9277644,36.46112218,0.378737669,48.30676966,25.29319866,0.08976875,NA,NA,NA,NA,NA,NA,Callinectes,7,8,12,35.98
c7t1post,c7t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.947056,-76.408348,Callinectes,t1,bay,Chesapeake,267.9277644,36.46112218,0.378737669,48.30676966,25.29319866,0.08976875,NA,NA,NA,NA,NA,NA,openwater,7,8,12,35.98
c7t1rear,c7t1rear,boat,surface,transom,boat_surface_transom,38.947056,-76.408348,Callinectes,t1,bay,Chesapeake,267.9277644,36.46112218,0.378737669,48.30676966,25.29319866,0.08976875,NA,NA,NA,NA,NA,NA,Callinectes,7,8,12,35.98
c7t1bw,c7t1bw,boat,bilge,water,boat_bilge_water,38.947056,-76.408348,Callinectes,t1,bay,Chesapeake,267.9277644,36.46112218,0.378737669,48.30676966,25.29319866,0.08976875,NA,NA,NA,NA,NA,NA,Callinectes,7,8,12,35.98
c7t3bf,c7t3bf,boat,bilge,biofilm,boat_bilge_biofilm,38.944248,-76.419891,Lookdown,t3,bay,Chesapeake,261.1837778,24.70246382,0.230063077,58.74313959,7.779590072,0.061407396,1039,78.8,26,8.31,8.33,-10.8,Lookdown,7,8,11,35.95
c7t3pre,c7t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.944248,-76.419891,Lookdown,t3,bay,Chesapeake,261.1837778,24.70246382,0.230063077,58.74313959,7.779590072,0.061407396,NA,NA,NA,NA,NA,NA,openwater,7,8,11,35.95
c7t3hull,c7t3hull,boat,surface,hull,boat_surface_hull,38.944248,-76.419891,Lookdown,t3,bay,Chesapeake,261.1837778,24.70246382,0.230063077,58.74313959,7.779590072,0.061407396,NA,NA,NA,NA,NA,NA,Lookdown,7,8,11,35.95
c7t3post,c7t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.944248,-76.419891,Lookdown,t3,bay,Chesapeake,261.1837778,24.70246382,0.230063077,58.74313959,7.779590072,0.061407396,NA,NA,NA,NA,NA,NA,openwater,7,8,11,35.95
c7t3rear,c7t3rear,boat,surface,transom,boat_surface_transom,38.944248,-76.419891,Lookdown,t3,bay,Chesapeake,261.1837778,24.70246382,0.230063077,58.74313959,7.779590072,0.061407396,NA,NA,NA,NA,NA,NA,Lookdown,7,8,11,35.95
c7t3bw,c7t3bw,boat,bilge,water,boat_bilge_water,38.944248,-76.419891,Lookdown,t3,bay,Chesapeake,261.1837778,24.70246382,0.230063077,58.74313959,7.779590072,0.061407396,NA,NA,NA,NA,NA,NA,Lookdown,7,8,11,35.95
c27t2bf,c27t2bf,boat,bilge,biofilm,boat_bilge_biofilm,38.990524,-76.236328,Callinectes,t2,bay,Chesapeake,231.8765767,22.69628107,0.193774058,60.53339799,6.111482304,0.165736663,NA,NA,NA,NA,NA,NA,Callinectes,NA,7,10,39.68
c27t2pre,c27t2pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.990524,-76.236328,Callinectes,t2,bay,Chesapeake,231.8765767,22.69628107,0.193774058,60.53339799,6.111482304,0.165736663,NA,NA,NA,NA,NA,NA,openwater,NA,7,10,39.68
c27t2hull,c27t2hull,boat,surface,hull,boat_surface_hull,38.990524,-76.236328,Callinectes,t2,bay,Chesapeake,231.8765767,22.69628107,0.193774058,60.53339799,6.111482304,0.165736663,NA,NA,NA,NA,NA,NA,Callinectes,NA,7,10,39.68
c27t2rear,c27t2rear,boat,surface,transom,boat_surface_transom,38.990524,-76.236328,Callinectes,t2,bay,Chesapeake,231.8765767,22.69628107,0.193774058,60.53339799,6.111482304,0.165736663,NA,NA,NA,NA,NA,NA,Callinectes,NA,7,10,39.68
c27t2bw,c27t2bw,boat,bilge,water,boat_bilge_water,38.990524,-76.236328,Callinectes,t2,bay,Chesapeake,231.8765767,22.69628107,0.193774058,60.53339799,6.111482304,0.165736663,NA,NA,NA,NA,NA,NA,Callinectes,NA,7,10,39.68
c27t2post,c27t2post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.990524,-76.236328,Callinectes,t2,bay,Chesapeake,231.8765767,22.69628107,0.193774058,60.53339799,6.111482304,0.165736663,NA,NA,NA,NA,NA,NA,openwater,NA,7,10,39.68
c27t4bf,c27t4bf,boat,bilge,biofilm,boat_bilge_biofilm,38.990524,-76.236328,Lookdown,t4,bay,Chesapeake,263.9313279,18.36978018,0.163606668,68.2039667,2.390885688,1.386477712,NA,NA,NA,NA,NA,NA,Lookdown,NA,7,10,39.68
c27t4pre,c27t4pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,38.990524,-76.236328,Lookdown,t4,bay,Chesapeake,263.9313279,18.36978018,0.163606668,68.2039667,2.390885688,1.386477712,NA,NA,NA,NA,NA,NA,openwater,NA,7,10,39.68
c27t4hull,c27t4hull,boat,surface,hull,boat_surface_hull,38.990524,-76.236328,Lookdown,t4,bay,Chesapeake,263.9313279,18.36978018,0.163606668,68.2039667,2.390885688,1.386477712,NA,NA,NA,NA,NA,NA,Lookdown,NA,7,10,39.68
c27t4rear,c27t4rear,boat,surface,transom,boat_surface_transom,38.990524,-76.236328,Lookdown,t4,bay,Chesapeake,263.9313279,18.36978018,0.163606668,68.2039667,2.390885688,1.386477712,NA,NA,NA,NA,NA,NA,Lookdown,NA,7,10,39.68
c27t4bw,c27t4bw,boat,bilge,water,boat_bilge_water,38.990524,-76.236328,Lookdown,t4,bay,Chesapeake,263.9313279,18.36978018,0.163606668,68.2039667,2.390885688,1.386477712,NA,NA,NA,NA,NA,NA,Lookdown,NA,7,10,39.68
c27t4post,c27t4post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,38.990524,-76.236328,Lookdown,t4,bay,Chesapeake,263.9313279,18.36978018,0.163606668,68.2039667,2.390885688,1.386477712,NA,NA,NA,NA,NA,NA,openwater,NA,7,10,39.68
c6t3bf,c6t3bf,boat,bilge,biofilm,boat_bilge_biofilm,39.060848,-76.394325,Lookdown,t3,bay,Chesapeake,267.5114689,30.09988077,0.775867557,60.07894778,14.86931829,0.06058441,4320,79.4,26.33333333,8.89,8.47,-12.4,Lookdown,6,6,9,25.09
c6t3pre,c6t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,39.060848,-76.394325,Lookdown,t3,bay,Chesapeake,267.5114689,30.09988077,0.775867557,60.07894778,14.86931829,0.06058441,NA,NA,NA,NA,NA,NA,openwater,6,6,9,25.09
c6t3hull,c6t3hull,boat,surface,hull,boat_surface_hull,39.060848,-76.394325,Lookdown,t3,bay,Chesapeake,267.5114689,30.09988077,0.775867557,60.07894778,14.86931829,0.06058441,NA,NA,NA,NA,NA,NA,Lookdown,6,6,9,25.09
c6t3post,c6t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,39.060848,-76.394325,Lookdown,t3,bay,Chesapeake,267.5114689,30.09988077,0.775867557,60.07894778,14.86931829,0.06058441,NA,NA,NA,NA,NA,NA,openwater,6,6,9,25.09
c6t3rear,c6t3rear,boat,surface,transom,boat_surface_transom,39.060848,-76.394325,Lookdown,t3,bay,Chesapeake,267.5114689,30.09988077,0.775867557,60.07894778,14.86931829,0.06058441,NA,NA,NA,NA,NA,NA,Lookdown,6,6,9,25.09
c6t3bw,c6t3bw,boat,bilge,water,boat_bilge_water,39.060848,-76.394325,Lookdown,t3,bay,Chesapeake,267.5114689,30.09988077,0.775867557,60.07894778,14.86931829,0.06058441,NA,NA,NA,NA,NA,NA,Lookdown,6,6,9,25.09
c6t1bf,c6t1bf,boat,bilge,biofilm,boat_bilge_biofilm,39.065708,-76.396172,Callinectes,t1,bay,Chesapeake,295.90282,34.34784782,0.353715817,34.10307185,18.91593138,0.081665506,5438,76.7,24.83333333,8.08,8.07,251.7,Callinectes,6,6,8,24.55
c6t1pre,c6t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,39.065708,-76.396172,Callinectes,t1,bay,Chesapeake,295.90282,34.34784782,0.353715817,34.10307185,18.91593138,0.081665506,NA,NA,NA,NA,NA,NA,openwater,6,6,8,24.55
c6t1hull,c6t1hull,boat,surface,hull,boat_surface_hull,39.065708,-76.396172,Callinectes,t1,bay,Chesapeake,295.90282,34.34784782,0.353715817,34.10307185,18.91593138,0.081665506,NA,NA,NA,NA,NA,NA,Callinectes,6,6,8,24.55
c6t1post,c6t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,39.065708,-76.396172,Callinectes,t1,bay,Chesapeake,295.90282,34.34784782,0.353715817,34.10307185,18.91593138,0.081665506,NA,NA,NA,NA,NA,NA,openwater,6,6,8,24.55
c6t1rear,c6t1rear,boat,surface,transom,boat_surface_transom,39.065708,-76.396172,Callinectes,t1,bay,Chesapeake,295.90282,34.34784782,0.353715817,34.10307185,18.91593138,0.081665506,NA,NA,NA,NA,NA,NA,Callinectes,6,6,8,24.55
c6t1bw,c6t1bw,boat,bilge,water,boat_bilge_water,39.065708,-76.396172,Callinectes,t1,bay,Chesapeake,295.90282,34.34784782,0.353715817,34.10307185,18.91593138,0.081665506,NA,NA,NA,NA,NA,NA,Callinectes,6,6,8,24.55
c1t1bf,c1t1bf,boat,bilge,biofilm,boat_bilge_biofilm,39.142773,-76.329979,Callinectes,t1,port,Chesapeake,342.5279126,51.63957249,0.242199131,51.14020933,37.94132097,0.920541181,5731,74.8,23.77777778,7.45,6.79,277.8,Callinectes,5,5,7,22.5
c1t1pre,c1t1pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,39.142773,-76.329979,Callinectes,t1,port,Chesapeake,342.5279126,51.63957249,0.242199131,51.14020933,37.94132097,0.920541181,NA,NA,NA,NA,NA,NA,openwater,5,5,7,22.5
c1t1hull,c1t1hull,boat,surface,hull,boat_surface_hull,39.142773,-76.329979,Callinectes,t1,port,Chesapeake,342.5279126,51.63957249,0.242199131,51.14020933,37.94132097,0.920541181,NA,NA,NA,NA,NA,NA,Callinectes,5,5,7,22.5
c1t1post,c1t1post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,39.142773,-76.329979,Callinectes,t1,port,Chesapeake,342.5279126,51.63957249,0.242199131,51.14020933,37.94132097,0.920541181,NA,NA,NA,NA,NA,NA,openwater,5,5,7,22.5
c1t1rear,c1t1rear,boat,surface,transom,boat_surface_transom,39.142773,-76.329979,Callinectes,t1,port,Chesapeake,342.5279126,51.63957249,0.242199131,51.14020933,37.94132097,0.920541181,NA,NA,NA,NA,NA,NA,Callinectes,5,5,7,22.5
c1t1bw,c1t1bw,boat,bilge,water,boat_bilge_water,39.142773,-76.329979,Callinectes,t1,port,Chesapeake,342.5279126,51.63957249,0.242199131,51.14020933,37.94132097,0.920541181,NA,NA,NA,NA,NA,NA,Callinectes,5,5,7,22.5
c1t3bf,c1t3bf,boat,bilge,biofilm,boat_bilge_biofilm,39.142773,-76.329979,Lookdown,t3,port,Chesapeake,268.7603553,47.03463343,0.486920653,48.06761553,36.01420795,0.112749044,5843,76.6,24.77777778,7.76,8.4,-43.1,Lookdown,5,5,7,22.5
c1t3pre,c1t3pre,openwater,filter,glass_fiber,openwater_filter_glass_fiber,39.142773,-76.329979,Lookdown,t3,port,Chesapeake,268.7603553,47.03463343,0.486920653,48.06761553,36.01420795,0.112749044,NA,NA,NA,NA,NA,NA,openwater,5,5,7,22.5
c1t3hull,c1t3hull,boat,surface,hull,boat_surface_hull,39.142773,-76.329979,Lookdown,t3,port,Chesapeake,268.7603553,47.03463343,0.486920653,48.06761553,36.01420795,0.112749044,NA,NA,NA,NA,NA,NA,Lookdown,5,5,7,22.5
c1t3post,c1t3post,openwater,filter,PES_0.2_um,openwater_filter_PES_0.2_um,39.142773,-76.329979,Lookdown,t3,port,Chesapeake,268.7603553,47.03463343,0.486920653,48.06761553,36.01420795,0.112749044,NA,NA,NA,NA,NA,NA,openwater,5,5,7,22.5
c1t3rear,c1t3rear,boat,surface,transom,boat_surface_transom,39.142773,-76.329979,Lookdown,t3,port,Chesapeake,268.7603553,47.03463343,0.486920653,48.06761553,36.01420795,0.112749044,NA,NA,NA,NA,NA,NA,Lookdown,5,5,7,22.5
c1t3bw,c1t3bw,boat,bilge,water,boat_bilge_water,39.142773,-76.329979,Lookdown,t3,port,Chesapeake,268.7603553,47.03463343,0.486920653,48.06761553,36.01420795,0.112749044,NA,NA,NA,NA,NA,NA,Lookdown,5,5,7,22.5
c2t1bf,c2t1bf,boat,bilge,biofilm,boat_bilge_biofilm,39.16885,-76.410995,Callinectes,t1,port,Baltimore,384.490496,31.76337039,0.234850013,34.97136427,26.10450606,<0.02,4726,75.4,24.11111111,7.86,7.68,262.5,Callinectes,4,4,6,15.11
